COGid	FunCat	Funk	Species	Genes	Alg.-Conn.	BGE	BGIGA	BOR	BPAA	BPLAN	CPUbr	MADAR
COG0320	H	Lipoate_synthase	7	7	0.848	BGE:CDS:BGE_I04700	BGIGA:CDS:BGIGA_I01640	BOR:CDS:BOR_I04690	BPAA:CDS:BPAA_I01690	BPLAN:CDS:BPLAN_I01700	CPUbr:CDS:CPUbr_I04380	MADAR:CDS:MADAR_I01950
COG0327	H	Putative_GTP_cyclohydrolase_1_type_2,_NIF3_family	7	7	0.797	BGE:CDS:BGE_I04690	BGIGA:CDS:BGIGA_I01650	BOR:CDS:BOR_I04680	BPAA:CDS:BPAA_I01700	BPLAN:CDS:BPLAN_I01710	CPUbr:CDS:CPUbr_I04370	MADAR:CDS:MADAR_I01940
COG0083	E	Homoserine_kinase	5	5	0.881	BGE:CDS:BGE_I04960	BGIGA:CDS:BGIGA_I01380	BOR:CDS:BOR_I04960	BPAA:CDS:BPAA_I01430	BPLAN:CDS:BPLAN_I01430	*	*
COG0461	F	Orotate_phosphoribosyltransferase	7	7	0.831	BGE:CDS:BGE_I05080	BGIGA:CDS:BGIGA_I01270	BOR:CDS:BOR_I05090	BPAA:CDS:BPAA_I01260	BPLAN:CDS:BPLAN_I01290	CPUbr:CDS:CPUbr_I04750	MADAR:CDS:MADAR_I02320
COG2095	E	Small_neutral_amino_acid_transporter_SnatA,_MarC_family	7	7	0.906	BGE:CDS:BGE_I05070	BGIGA:CDS:BGIGA_I01280	BOR:CDS:BOR_I05080	BPAA:CDS:BPAA_I01270	BPLAN:CDS:BPLAN_I01300	CPUbr:CDS:CPUbr_I04740	MADAR:CDS:MADAR_I02310
COG0158	G	Fructose-1,6-bisphosphatase	7	7	0.840	BGE:CDS:BGE_I05050	BGIGA:CDS:BGIGA_I01290	BOR:CDS:BOR_I05060	BPAA:CDS:BPAA_I01290	BPLAN:CDS:BPLAN_I01320	CPUbr:CDS:CPUbr_I04720	MADAR:CDS:MADAR_I02290
COG0204	I	1-acyl-sn-glycerol-3-phosphate_acyltransferase	7	7	0.841	BGE:CDS:BGE_I05040	BGIGA:CDS:BGIGA_I01300	BOR:CDS:BOR_I05050	BPAA:CDS:BPAA_I01350	BPLAN:CDS:BPLAN_I01330	CPUbr:CDS:CPUbr_I04710	MADAR:CDS:MADAR_I02280
COG0566	J	tRNA_G18_(ribose-2'-O)-methylase_SpoU	7	7	0.654	BGE:CDS:BGE_I05020	BGIGA:CDS:BGIGA_I01320	BOR:CDS:BOR_I05030	BPAA:CDS:BPAA_I01370	BPLAN:CDS:BPLAN_I01350	CPUbr:CDS:CPUbr_I04690	MADAR:CDS:MADAR_I02260
COG2131	F	Deoxycytidylate_deaminase	7	7	0.676	BGE:CDS:BGE_I05010	BGIGA:CDS:BGIGA_I01330	BOR:CDS:BOR_I05020	BPAA:PPgene:BPAA_I01380	BPLAN:CDS:BPLAN_I01360	CPUbr:CDS:CPUbr_I04680	MADAR:CDS:MADAR_I02250
COG0831	E	Urease_gamma_subunit	7	7	0.821	BGE:CDS:BGE_I04980	BGIGA:CDS:BGIGA_I01360	BOR:CDS:BOR_I04980	BPAA:CDS:BPAA_I01410	BPLAN:CDS:BPLAN_I01410	CPUbr:CDS:CPUbr_I04650	MADAR:CDS:MADAR_I02210
COG0527	E	Aspartokinase	6	6	0.836	BGE:CDS:BGE_I04970	BGIGA:CDS:BGIGA_I01370	BOR:CDS:BOR_I04970	BPAA:CDS:BPAA_I01420	BPLAN:CDS:BPLAN_I01420	*	MADAR:CDS:MADAR_I02200
COG0482	J	tRNA_U34_2-thiouridine_synthase_MnmA/TrmU,_contains_the_PP-loop_ATPase_domain	7	7	0.812	BGE:CDS:BGE_I05540	BGIGA:CDS:BGIGA_I00810	BOR:CDS:BOR_I05540	BPAA:CDS:BPAA_I00800	BPLAN:CDS:BPLAN_I00820	CPUbr:CDS:CPUbr_I05160	MADAR:CDS:MADAR_I02730
COG0498	E	Threonine_synthase	5	5	0.761	BGE:CDS:BGE_I04950	BGIGA:CDS:BGIGA_I01390	BOR:CDS:BOR_I04950	BPAA:CDS:BPAA_I01440	BPLAN:CDS:BPLAN_I01440	*	*
COG0207	F	Thymidylate_synthase	7	7	0.834	BGE:CDS:BGE_I04940	BGIGA:CDS:BGIGA_I01400	BOR:CDS:BOR_I04940	BPAA:CDS:BPAA_I01450	BPLAN:CDS:BPLAN_I01450	CPUbr:CDS:CPUbr_I04630	MADAR:CDS:MADAR_I02190
COG0462	FE	Phosphoribosylpyrophosphate_synthetase	7	7	0.912	BGE:CDS:BGE_I04930	BGIGA:CDS:BGIGA_I01410	BOR:CDS:BOR_I04930	BPAA:CDS:BPAA_I01460	BPLAN:CDS:BPLAN_I01460	CPUbr:CDS:CPUbr_I04620	MADAR:CDS:MADAR_I02180
No-Hit	-	hypothetical	7	7	0.656	BGE:CDS:BGE_I04920	BGIGA:CDS:BGIGA_I01420	BOR:CDS:BOR_I04920	BPAA:CDS:BPAA_I01470	BPLAN:CDS:BPLAN_I01470	CPUbr:CDS:CPUbr_I04610	MADAR:CDS:MADAR_I02170
COG0590	J	tRNA(Arg)_A34_adenosine_deaminase_TadA	7	7	0.769	BGE:CDS:BGE_I04910	BGIGA:CDS:BGIGA_I01430	BOR:CDS:BOR_I04910	BPAA:CDS:BPAA_I01480	BPLAN:CDS:BPLAN_I01480	CPUbr:CDS:CPUbr_I04600	MADAR:CDS:MADAR_I02160
COG0586	S	Uncharacterized_membrane_protein_DedA,_SNARE-associated_domain	7	7	0.839	BGE:CDS:BGE_I04900	BGIGA:CDS:BGIGA_I01440	BOR:CDS:BOR_I04900	BPAA:CDS:BPAA_I01490	BPLAN:CDS:BPLAN_I01490	CPUbr:CDS:CPUbr_I04590	MADAR:CDS:MADAR_I02150
COG0337	E	3-dehydroquinate_synthetase	7	7	0.748	BGE:CDS:BGE_I04890	BGIGA:CDS:BGIGA_I01450	BOR:CDS:BOR_I04890	BPAA:CDS:BPAA_I01500	BPLAN:CDS:BPLAN_I01500	CPUbr:CDS:CPUbr_I04580	MADAR:CDS:MADAR_I02140
COG0188	L	DNA_gyrase/topoisomerase_IV,_subunit_A	7	7	0.846	BGE:CDS:BGE_I04880	BGIGA:CDS:BGIGA_I01460	BOR:CDS:BOR_I04880	BPAA:CDS:BPAA_I01510	BPLAN:CDS:BPLAN_I01510	CPUbr:CDS:CPUbr_I04570	MADAR:CDS:MADAR_I02130
COG2244	M	Membrane_protein_involved_in_the_export_of_O-antigen_and_teichoic_acid	7	7	0.777	BGE:CDS:BGE_I06030	BGIGA:CDS:BGIGA_I00340	BOR:CDS:BOR_I06000	BPAA:CDS:BPAA_I00340	BPLAN:CDS:BPLAN_I00340	CPUbr:CDS:CPUbr_I05610	MADAR:CDS:MADAR_I00320
COG0772	D	Bacterial_cell_division_protein_FtsW,_lipid_II_flippase	7	7	0.779	BGE:CDS:BGE_I00050	BGIGA:CDS:BGIGA_I00090	BOR:CDS:BOR_I06130	BPAA:CDS:BPAA_I00090	BPLAN:CDS:BPLAN_I00210	CPUbr:CDS:CPUbr_I00050	MADAR:CDS:MADAR_I00090
COG0815	M	Apolipoprotein_N-acyltransferase	7	7	0.676	BGE:CDS:BGE_I00070	BGIGA:CDS:BGIGA_I00070	BOR:CDS:BOR_I06110	BPAA:CDS:BPAA_I00070	BPLAN:CDS:BPLAN_I00230	CPUbr:CDS:CPUbr_I00080	MADAR:CDS:MADAR_I00070
COG0039	C	Malate/lactate_dehydrogenase	7	7	0.799	BGE:CDS:BGE_I06130	BGIGA:CDS:BGIGA_I00240	BOR:CDS:BOR_I06100	BPAA:CDS:BPAA_I00240	BPLAN:CDS:BPLAN_I00240	CPUbr:CDS:CPUbr_I05700	MADAR:CDS:MADAR_I00220
COG1003	E	Glycine_cleavage_system_protein_P_(pyridoxal-binding),_C-terminal_domain	7	7	0.781	BGE:CDS:BGE_I06120	BGIGA:CDS:BGIGA_I00250	BOR:CDS:BOR_I06090	BPAA:CDS:BPAA_I00250	BPLAN:CDS:BPLAN_I00250	CPUbr:CDS:CPUbr_I05690	MADAR:CDS:MADAR_I00230
COG0533	J	tRNA_A37_threonylcarbamoyltransferase_TsaD	7	7	0.713	BGE:CDS:BGE_I06110	BGIGA:CDS:BGIGA_I00260	BOR:CDS:BOR_I06080	BPAA:CDS:BPAA_I00260	BPLAN:CDS:BPLAN_I00260	CPUbr:CDS:CPUbr_I05680	MADAR:CDS:MADAR_I00240
No-Hit	-	hypothetical	6	6	0.354	BGE:CDS:BGE_I06100	BGIGA:CDS:BGIGA_I00270	BOR:CDS:BOR_I06070	BPAA:CDS:BPAA_I00270	BPLAN:CDS:BPLAN_I00270	CPUbr:CDS:CPUbr_I05670	*
COG1522	K	DNA-binding_transcriptional_regulator,_Lrp_family	5	5	0.946	BGE:CDS:BGE_I06090	BGIGA:CDS:BGIGA_I00280	BOR:CDS:BOR_I06060	BPAA:CDS:BPAA_I00280	BPLAN:CDS:BPLAN_I00280	*	*
COG1480	R	Membrane-associated_HD_superfamily_phosphohydrolase	7	7	0.536	BGE:CDS:BGE_I06080	BGIGA:CDS:BGIGA_I00290	BOR:CDS:BOR_I06050	BPAA:CDS:BPAA_I00290	BPLAN:CDS:BPLAN_I00290	CPUbr:CDS:CPUbr_I05660	MADAR:CDS:MADAR_I00250
COG0740	O	ATP-dependent_protease_ClpP,_protease_subunit	7	7	0.770	BGE:CDS:BGE_I06040	BGIGA:CDS:BGIGA_I00330	BOR:CDS:BOR_I06010	BPAA:CDS:BPAA_I00330	BPLAN:CDS:BPLAN_I00330	CPUbr:CDS:CPUbr_I05620	MADAR:CDS:MADAR_I00290
COG0768	DM	Cell_division_protein_FtsI/penicillin-binding_protein_2	7	7	0.904	BGE:CDS:BGE_I00040	BGIGA:CDS:BGIGA_I00100	BOR:CDS:BOR_I06140	BPAA:CDS:BPAA_I00100	BPLAN:CDS:BPLAN_I00200	CPUbr:CDS:CPUbr_I00040	MADAR:CDS:MADAR_I00100
No-Hit	-	hypothetical	6	6	0.697	BGE:CDS:BGE_I06020	BGIGA:CDS:BGIGA_I00350	*	BPAA:CDS:BPAA_I00350	BPLAN:CDS:BPLAN_I00350	CPUbr:CDS:CPUbr_I05600	MADAR:CDS:MADAR_I00310
COG1208	JM	NDP-sugar_pyrophosphorylase,_includes_eIF-2Bgamma,_eIF-2Bepsilon,_and_LPS_biosynthesis_proteins	7	7	0.661	BGE:CDS:BGE_I06010	BGIGA:CDS:BGIGA_I00360	BOR:CDS:BOR_I05990	BPAA:CDS:BPAA_I00360	BPLAN:CDS:BPLAN_I00360	CPUbr:CDS:CPUbr_I05590	MADAR:CDS:MADAR_I00300
COG1826	U	Sec-independent_protein_translocase_protein_TatA	7	7	0.689	BGE:CDS:BGE_I06000	BGIGA:CDS:BGIGA_I00370	BOR:CDS:BOR_I05980	BPAA:CDS:BPAA_I00370	BPLAN:CDS:BPLAN_I00370	CPUbr:CDS:CPUbr_I05580	MADAR:CDS:MADAR_I00330
COG0741	M	Soluble_lytic_murein_transglycosylase_and_related_regulatory_proteins_(some_contain_LysM/invasin_domains)	7	7	0.687	BGE:CDS:BGE_I05990	BGIGA:CDS:BGIGA_I00380	BOR:CDS:BOR_I05970	BPAA:CDS:BPAA_I00380	BPLAN:CDS:BPLAN_I00380	CPUbr:CDS:CPUbr_I05570	MADAR:CDS:MADAR_I00340
COG0468	L	RecA/RadA_recombinase	7	7	0.900	BGE:CDS:BGE_I05980	BGIGA:CDS:BGIGA_I00390	BOR:CDS:BOR_I05960	BPAA:CDS:BPAA_I00390	BPLAN:CDS:BPLAN_I00390	CPUbr:CDS:CPUbr_I05560	MADAR:CDS:MADAR_I00350
COG1235	P	Phosphoribosyl_1,2-cyclic_phosphodiesterase	7	7	0.773	BGE:CDS:BGE_I05970	BGIGA:CDS:BGIGA_I00400	BOR:CDS:BOR_I05950	BPAA:CDS:BPAA_I00400	BPLAN:CDS:BPLAN_I00400	CPUbr:CDS:CPUbr_I05550	MADAR:CDS:MADAR_I00360
COG0755	O	ABC-type_transport_system_involved_in_cytochrome_c_biogenesis,_permease_component	7	7	0.714	BGE:CDS:BGE_I05960	BGIGA:CDS:BGIGA_I00410	BOR:CDS:BOR_I05940	BPAA:CDS:BPAA_I00410	BPLAN:CDS:BPLAN_I00410	CPUbr:CDS:CPUbr_I05540	MADAR:CDS:MADAR_I00370
No-Hit	-	hypothetical	7	7	0.850	BGE:CDS:BGE_I05950	BGIGA:CDS:BGIGA_I00420	BOR:CDS:BOR_I05930	BPAA:CDS:BPAA_I00420	BPLAN:CDS:BPLAN_I00420	CPUbr:CDS:CPUbr_I05530	MADAR:CDS:MADAR_I00380
COG0101	J	tRNA_U38,U39,U40_pseudouridine_synthase_TruA	7	7	0.726	BGE:CDS:BGE_I06180	BGIGA:CDS:BGIGA_I00190	BOR:CDS:BOR_I00060	BPAA:CDS:BPAA_I00190	BPLAN:CDS:BPLAN_I00110	CPUbr:CDS:CPUbr_I05760	MADAR:CDS:MADAR_I00170
COG0532	J	Translation_initiation_factor_IF-2,_a_GTPase	7	7	0.769	BGE:CDS:BGE_I00120	BGIGA:CDS:BGIGA_I00020	BOR:CDS:BOR_I00150	BPAA:CDS:BPAA_I00020	BPLAN:CDS:BPLAN_I00020	CPUbr:CDS:CPUbr_I00130	MADAR:CDS:MADAR_I00020
COG0173	J	Aspartyl-tRNA_synthetase	7	7	0.677	BGE:CDS:BGE_I00110	BGIGA:CDS:BGIGA_I00030	BOR:CDS:BOR_I00140	BPAA:CDS:BPAA_I00030	BPLAN:CDS:BPLAN_I00030	CPUbr:CDS:CPUbr_I00120	MADAR:CDS:MADAR_I00030
COG0221	CP	Inorganic_pyrophosphatase	7	7	0.816	BGE:CDS:BGE_I00100	BGIGA:CDS:BGIGA_I00040	BOR:CDS:BOR_I00130	BPAA:CDS:BPAA_I00040	BPLAN:CDS:BPLAN_I00040	CPUbr:CDS:CPUbr_I00110	MADAR:CDS:MADAR_I00040
COG0508	C	Pyruvate/2-oxoglutarate_dehydrogenase_complex,_dihydrolipoamide_acyltransferase_(E2)_component	7	7	0.805	BGE:CDS:BGE_I00090	BGIGA:CDS:BGIGA_I00050	BOR:CDS:BOR_I00120	BPAA:CDS:BPAA_I00050	BPLAN:CDS:BPLAN_I00050	CPUbr:CDS:CPUbr_I00100	MADAR:CDS:MADAR_I00050
COG0063	F	NAD(P)H-hydrate_repair_enzyme_Nnr,_NAD(P)H-hydrate_dehydratase_domain	7	7	0.658	BGE:CDS:BGE_I00080	BGIGA:CDS:BGIGA_I00060	BOR:CDS:BOR_I00110	BPAA:CDS:BPAA_I00060	BPLAN:CDS:BPLAN_I00060	CPUbr:CDS:CPUbr_I00090	MADAR:CDS:MADAR_I00060
COG1564	H	Thiamine_pyrophosphokinase	7	7	0.634	BGE:CDS:BGE_I06140	BGIGA:CDS:BGIGA_I00230	BOR:CDS:BOR_I00100	BPAA:CDS:BPAA_I00230	BPLAN:CDS:BPLAN_I00070	CPUbr:CDS:CPUbr_I05720	MADAR:CDS:MADAR_I00200
COG1137	M	ABC-type_lipopolysaccharide_export_system,_ATPase_component	7	7	0.425	BGE:CDS:BGE_I06150	BGIGA:CDS:BGIGA_I00220	BOR:CDS:BOR_I00090	BPAA:CDS:BPAA_I00220	BPLAN:CDS:BPLAN_I00080	CPUbr:CDS:CPUbr_I05730	MADAR:CDS:MADAR_I00190
No-Hit	-	hypothetical	6	6	0.488	BGE:CDS:BGE_I06160	BGIGA:CDS:BGIGA_I00210	BOR:CDS:BOR_I00080	BPAA:CDS:BPAA_I00210	BPLAN:CDS:BPLAN_I00090	CPUbr:CDS:CPUbr_I05740	*
COG0013	J	Alanyl-tRNA_synthetase	7	7	0.730	BGE:CDS:BGE_I05940	BGIGA:CDS:BGIGA_I00430	BOR:CDS:BOR_I05920	BPAA:CDS:BPAA_I00430	BPLAN:CDS:BPLAN_I00430	CPUbr:CDS:CPUbr_I05520	MADAR:CDS:MADAR_I00390
COG4992	E	Acetylornithine/succinyldiaminopimelate/putrescine_aminotransferase	7	7	0.793	BGE:CDS:BGE_I06190	BGIGA:CDS:BGIGA_I00180	BOR:CDS:BOR_I00050	BPAA:CDS:BPAA_I00180	BPLAN:CDS:BPLAN_I00120	CPUbr:CDS:CPUbr_I05770	MADAR:CDS:MADAR_I00160
No-Hit	-	hypothetical	6	6	0.449	BGE:CDS:BGE_I06200	BGIGA:CDS:BGIGA_I00170	BOR:CDS:BOR_I00040	BPAA:CDS:BPAA_I00170	BPLAN:CDS:BPLAN_I00130	CPUbr:CDS:CPUbr_I05780	*
COG0251	V	Enamine_deaminase_RidA,_house_cleaning_of_reactive_enamine_intermediates,_YjgF/YER057c/UK114_family	5	5	0.674	BGE:CDS:BGE_I06210	BGIGA:CDS:BGIGA_I00160	BOR:CDS:BOR_I00030	BPAA:CDS:BPAA_I00160	BPLAN:CDS:BPLAN_I00140	*	*
No-Hit	-	hypothetical	7	7	0.123	BGE:CDS:BGE_I06220	BGIGA:CDS:BGIGA_I00150	BOR:CDS:BOR_I00020	BPAA:CDS:BPAA_I00150	BPLAN:CDS:BPLAN_I00150	CPUbr:CDS:CPUbr_I05790	MADAR:CDS:MADAR_I00150
COG0801	H	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase	7	7	0.648	BGE:CDS:BGE_I06230	BGIGA:CDS:BGIGA_I00140	BOR:CDS:BOR_I00010	BPAA:CDS:BPAA_I00140	BPLAN:CDS:BPLAN_I00160	CPUbr:CDS:CPUbr_I05800	MADAR:CDS:MADAR_I00140
COG1077	D	Actin-like_ATPase_involved_in_cell_morphogenesis	7	7	0.953	BGE:CDS:BGE_I00010	BGIGA:CDS:BGIGA_I00130	BOR:CDS:BOR_I06170	BPAA:CDS:BPAA_I00130	BPLAN:CDS:BPLAN_I00170	CPUbr:CDS:CPUbr_I00010	MADAR:CDS:MADAR_I00130
COG1792	D	Cell_shape-determining_protein_MreC	7	7	0.799	BGE:CDS:BGE_I00020	BGIGA:CDS:BGIGA_I00120	BOR:CDS:BOR_I06160	BPAA:CDS:BPAA_I00120	BPLAN:CDS:BPLAN_I00180	CPUbr:CDS:CPUbr_I00020	MADAR:CDS:MADAR_I00120
No-Hit	-	hypothetical	7	7	0.711	BGE:CDS:BGE_I00030	BGIGA:CDS:BGIGA_I00110	BOR:CDS:BOR_I06150	BPAA:CDS:BPAA_I00110	BPLAN:CDS:BPLAN_I00190	CPUbr:CDS:CPUbr_I00030	MADAR:CDS:MADAR_I00110
COG0356	C	FoF1-type_ATP_synthase,_membrane_subunit_a	7	7	0.688	BGE:CDS:BGE_I05630	BGIGA:CDS:BGIGA_I00720	BOR:CDS:BOR_I05630	BPAA:CDS:BPAA_I00710	BPLAN:CDS:BPLAN_I00730	CPUbr:CDS:CPUbr_I05250	MADAR:CDS:MADAR_I02820
No-Hit	-	hypothetical	7	7	0.686	BGE:CDS:BGE_I05730	BGIGA:CDS:BGIGA_I00640	BOR:CDS:BOR_I05720	BPAA:CDS:BPAA_I00630	BPLAN:CDS:BPLAN_I00630	CPUbr:CDS:CPUbr_I05320	MADAR:CDS:MADAR_I02910
COG0569	P	Trk_K+_transport_system,_NAD-binding_component	7	7	0.874	BGE:CDS:BGE_I05710	BGIGA:CDS:BGIGA_I00650	BOR:CDS:BOR_I05710	BPAA:CDS:BPAA_I00640	BPLAN:CDS:BPLAN_I00650	CPUbr:CDS:CPUbr_I05310	MADAR:CDS:MADAR_I02890
COG0168	P	Trk-type_K+_transport_system,_membrane_component	7	7	0.806	BGE:CDS:BGE_I05700	BGIGA:CDS:BGIGA_I00660	BOR:CDS:BOR_I05700	BPAA:CDS:BPAA_I00650	BPLAN:CDS:BPLAN_I00660	CPUbr:CDS:CPUbr_I05300	MADAR:CDS:MADAR_I02880
COG0181	H	Porphobilinogen_deaminase	3	3	0.915	BGE:CDS:BGE_I05690	*	*	*	BPLAN:CDS:BPLAN_I00670	*	MADAR:CDS:MADAR_I02870
COG1214	J	tRNA_A37_threonylcarbamoyladenosine_modification_protein_TsaB	7	7	0.622	BGE:CDS:BGE_I05680	BGIGA:CDS:BGIGA_I00670	BOR:CDS:BOR_I05680	BPAA:CDS:BPAA_I00660	BPLAN:CDS:BPLAN_I00680	CPUbr:CDS:CPUbr_I05290	MADAR:CDS:MADAR_I02860
COG0171	H	NH3-dependent_NAD+_synthetase	7	7	0.784	BGE:CDS:BGE_I05670	BGIGA:CDS:BGIGA_I00680	BOR:CDS:BOR_I05670	BPAA:CDS:BPAA_I00670	BPLAN:CDS:BPLAN_I00690	CPUbr:CDS:CPUbr_I05280	MADAR:CDS:MADAR_I02850
COG0302	H	GTP_cyclohydrolase_I	7	7	0.766	BGE:CDS:BGE_I05660	BGIGA:CDS:BGIGA_I00690	BOR:CDS:BOR_I05660	BPAA:CDS:BPAA_I00680	BPLAN:CDS:BPLAN_I00700	CPUbr:CDS:CPUbr_I05270	MADAR:CDS:MADAR_I02840
COG0215	J	Cysteinyl-tRNA_synthetase	7	7	0.691	BGE:CDS:BGE_I05650	BGIGA:CDS:BGIGA_I00700	BOR:CDS:BOR_I05650	BPAA:CDS:BPAA_I00690	BPLAN:CDS:BPLAN_I00710	CPUbr:CDS:CPUbr_I05260	MADAR:CDS:MADAR_I02830
COG0626	E	Cystathionine_beta-lyase/cystathionine_gamma-synthase	5	5	0.845	BGE:CDS:BGE_I05640	BGIGA:CDS:BGIGA_I00710	BOR:CDS:BOR_I05640	BPAA:CDS:BPAA_I00700	BPLAN:CDS:BPLAN_I00720	*	*
No-Hit	-	hypothetical	7	7	0.609	BGE:CDS:BGE_I05740	BGIGA:CDS:BGIGA_I00630	BOR:CDS:BOR_I05730	BPAA:CDS:BPAA_I00620	BPLAN:CDS:BPLAN_I00620	CPUbr:CDS:CPUbr_I05330	MADAR:CDS:MADAR_I02920
No-Hit	-	hypothetical	7	7	0.918	BGE:CDS:BGE_I05620	BGIGA:CDS:BGIGA_I00730	BOR:CDS:BOR_I05620	BPAA:CDS:BPAA_I00720	BPLAN:CDS:BPLAN_I00740	CPUbr:CDS:CPUbr_I05240	MADAR:CDS:MADAR_I02810
COG0711	C	FoF1-type_ATP_synthase,_membrane_subunit_b_or_b'	7	7	0.739	BGE:CDS:BGE_I05610	BGIGA:CDS:BGIGA_I00740	BOR:CDS:BOR_I05610	BPAA:CDS:BPAA_I00730	BPLAN:CDS:BPLAN_I00750	CPUbr:CDS:CPUbr_I05230	MADAR:CDS:MADAR_I02800
COG0712	C	FoF1-type_ATP_synthase,_delta_subunit	7	7	0.509	BGE:CDS:BGE_I05600	BGIGA:CDS:BGIGA_I00750	BOR:CDS:BOR_I05600	BPAA:CDS:BPAA_I00740	BPLAN:CDS:BPLAN_I00760	CPUbr:CDS:CPUbr_I05220	MADAR:CDS:MADAR_I02790
COG0056	C	FoF1-type_ATP_synthase,_alpha_subunit	7	7	0.848	BGE:CDS:BGE_I05590	BGIGA:CDS:BGIGA_I00760	BOR:CDS:BOR_I05590	BPAA:CDS:BPAA_I00750	BPLAN:CDS:BPLAN_I00770	CPUbr:CDS:CPUbr_I05210	MADAR:CDS:MADAR_I02780
COG0224	C	FoF1-type_ATP_synthase,_gamma_subunit	7	7	0.536	BGE:CDS:BGE_I05580	BGIGA:CDS:BGIGA_I00770	BOR:CDS:BOR_I05580	BPAA:CDS:BPAA_I00760	BPLAN:CDS:BPLAN_I00780	CPUbr:CDS:CPUbr_I05200	MADAR:CDS:MADAR_I02770
COG0180	J	Tryptophanyl-tRNA_synthetase	7	7	0.720	BGE:CDS:BGE_I05570	BGIGA:CDS:BGIGA_I00780	BOR:CDS:BOR_I05570	BPAA:CDS:BPAA_I00770	BPLAN:CDS:BPLAN_I00790	CPUbr:CDS:CPUbr_I05190	MADAR:CDS:MADAR_I02760
COG0576	O	Molecular_chaperone_GrpE_(heat_shock_protein)	7	7	0.684	BGE:CDS:BGE_I05560	BGIGA:CDS:BGIGA_I00790	BOR:CDS:BOR_I05560	BPAA:CDS:BPAA_I00780	BPLAN:CDS:BPLAN_I00800	CPUbr:CDS:CPUbr_I05180	MADAR:CDS:MADAR_I02750
COG0484	O	DnaJ-class_molecular_chaperone_with_C-terminal_Zn_finger_domain	7	7	0.906	BGE:CDS:BGE_I05550	BGIGA:CDS:BGIGA_I00800	BOR:CDS:BOR_I05550	BPAA:CDS:BPAA_I00790	BPLAN:CDS:BPLAN_I00810	CPUbr:CDS:CPUbr_I05170	MADAR:CDS:MADAR_I02740
No-Hit	-	hypothetical	7	7	0.793	BGE:CDS:BGE_I05830	BGIGA:CDS:BGIGA_I00540	BOR:CDS:BOR_I05820	BPAA:CDS:BPAA_I00530	BPLAN:CDS:BPLAN_I00530	CPUbr:CDS:CPUbr_I05420	MADAR:CDS:MADAR_I00470
COG0567	C	2-oxoglutarate_dehydrogenase_complex,_dehydrogenase_(E1)_component,_and_related_enzymes	7	7	0.785	BGE:CDS:BGE_I05930	BGIGA:CDS:BGIGA_I00440	BOR:CDS:BOR_I05910	BPAA:CDS:BPAA_I00440	BPLAN:CDS:BPLAN_I00440	CPUbr:CDS:CPUbr_I05510	MADAR:CDS:MADAR_I00400
COG0508	C	Pyruvate/2-oxoglutarate_dehydrogenase_complex,_dihydrolipoamide_acyltransferase_(E2)_component	7	7	0.768	BGE:CDS:BGE_I05920	BGIGA:CDS:BGIGA_I00450	BOR:CDS:BOR_I05900	BPAA:CDS:BPAA_I00450	BPLAN:CDS:BPLAN_I00450	CPUbr:CDS:CPUbr_I05500	MADAR:CDS:MADAR_I00410
No-Hit	-	hypothetical	7	7	0.759	BGE:CDS:BGE_I05900	BGIGA:CDS:BGIGA_I00470	BOR:CDS:BOR_I05890	BPAA:CDS:BPAA_I00460	BPLAN:CDS:BPLAN_I00460	CPUbr:CDS:CPUbr_I05490	MADAR:CDS:MADAR_I00420
COG0400	R	Predicted_esterase	7	7	0.680	BGE:CDS:BGE_I05890	BGIGA:CDS:BGIGA_I00480	BOR:CDS:BOR_I05880	BPAA:CDS:BPAA_I00470	BPLAN:CDS:BPLAN_I00470	CPUbr:CDS:CPUbr_I05480	MADAR:CDS:MADAR_I00430
COG0045	C	Succinyl-CoA_synthetase,_beta_subunit	7	7	0.722	BGE:CDS:BGE_I05870	BGIGA:CDS:BGIGA_I00500	BOR:CDS:BOR_I05860	BPAA:CDS:BPAA_I00490	BPLAN:CDS:BPLAN_I00490	CPUbr:CDS:CPUbr_I05460	MADAR:CDS:MADAR_I00440
COG2812	L	DNA_polymerase_III,_gamma/tau_subunits	7	7	0.421	BGE:CDS:BGE_I05860	BGIGA:CDS:BGIGA_I00510	BOR:CDS:BOR_I05850	BPAA:CDS:BPAA_I00500	BPLAN:CDS:BPLAN_I00500	CPUbr:CDS:CPUbr_I05450	MADAR:CDS:MADAR_I00450
COG0542	O	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpA	7	7	0.844	BGE:CDS:BGE_I05850	BGIGA:CDS:BGIGA_I00520	BOR:CDS:BOR_I05840	BPAA:CDS:BPAA_I00510	BPLAN:CDS:BPLAN_I00510	CPUbr:CDS:CPUbr_I05440	MADAR:CDS:MADAR_I00460
COG0177	L	Endonuclease_III	6	6	0.751	BGE:CDS:BGE_I05840	BGIGA:CDS:BGIGA_I00530	BOR:CDS:BOR_I05830	BPAA:CDS:BPAA_I00520	BPLAN:CDS:BPLAN_I00520	CPUbr:CDS:CPUbr_I05430	*
